nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,id_kel,tanggal,suspek,suspek_perawatan_rs,suspek_isolasi_di_rumah,suspek_selesai_isolasi,suspek_meninggal,suspek_baru,suspek_perawatan_rs_baru,suspek_isolasi_di_rumah_baru,suspek_selesai_isolasi_baru,suspek_meninggal_baru
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-01,444,3,44,396,1,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-02,453,3,47,402,1,9,0,3,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-03,461,9,46,405,1,8,6,-1,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-04,461,9,46,405,1,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-05,486,11,66,408,1,25,2,20,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-06,496,11,68,416,1,10,0,2,8,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-07,507,11,73,422,1,11,0,5,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-08,531,11,92,427,1,24,0,19,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-09,541,11,99,430,1,10,0,7,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-10,551,11,98,441,1,10,0,-1,11,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-11,557,11,98,447,1,6,0,0,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-12,564,8,97,458,1,7,-3,-1,11,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-13,567,8,90,468,1,3,0,-7,10,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-14,586,8,98,479,1,19,0,8,11,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-15,602,5,99,497,1,16,-3,1,18,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-16,604,4,81,518,1,2,-1,-18,21,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-17,605,3,80,521,1,1,-1,-1,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-18,613,3,87,522,1,8,0,7,1,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-19,615,5,67,542,1,2,2,-20,20,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-20,629,6,67,555,1,14,1,0,13,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-21,646,5,66,574,1,17,-1,-1,19,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-22,666,4,59,602,1,20,-1,-7,28,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-23,671,4,60,606,1,5,0,1,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-24,683,4,60,618,1,12,0,0,12,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-25,687,4,61,621,1,4,0,1,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-26,694,6,39,648,1,7,2,-22,27,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-27,703,7,37,658,1,9,1,-2,10,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-28,706,7,34,664,1,3,0,-3,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-29,717,9,37,670,1,11,2,3,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-30,728,6,38,683,1,11,-3,1,13,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,3173011001,2020-10-31,745,9,51,684,1,17,3,13,1,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-01,635,4,66,558,7,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-02,641,3,63,568,7,6,-1,-3,10,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-03,644,6,61,570,7,3,3,-2,2,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-04,646,6,63,570,7,2,0,2,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-05,664,7,73,577,7,18,1,10,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-06,671,7,67,590,7,7,0,-6,13,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-07,685,8,74,596,7,14,1,7,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-08,708,8,83,610,7,23,0,9,14,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-09,712,8,87,610,7,4,0,4,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-10,733,9,90,627,7,21,1,3,17,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-11,743,14,91,631,7,10,5,1,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-12,747,15,83,642,7,4,1,-8,11,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-13,751,16,81,647,7,4,1,-2,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-14,758,17,75,659,7,7,1,-6,12,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-15,766,15,78,666,7,8,-2,3,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-16,777,13,69,688,7,11,-2,-9,22,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-17,778,10,70,691,7,1,-3,1,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-18,780,9,71,693,7,2,-1,1,2,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-19,783,7,63,706,7,3,-2,-8,13,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-20,794,7,58,722,7,11,0,-5,16,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-21,855,6,42,800,7,61,-1,-16,78,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-22,856,5,40,804,7,1,-1,-2,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-23,857,5,41,804,7,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-24,860,2,37,814,7,3,-3,-4,10,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-25,869,5,37,820,7,9,3,0,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-26,870,5,33,825,7,1,0,-4,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-27,877,7,28,835,7,7,2,-5,10,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-28,879,7,27,838,7,2,0,-1,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-29,891,6,35,843,7,12,-1,8,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-30,897,5,35,850,7,6,-1,0,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,3173011006,2020-10-31,915,10,45,853,7,18,5,10,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-01,427,6,46,372,3,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-02,443,3,43,394,3,16,-3,-3,22,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-03,448,5,44,396,3,5,2,1,2,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-04,449,5,45,396,3,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-05,454,5,46,400,3,5,0,1,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-06,462,5,50,404,3,8,0,4,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-07,467,5,52,407,3,5,0,2,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-08,486,5,62,416,3,19,0,10,9,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-09,487,5,63,416,3,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-10,492,6,60,423,3,5,1,-3,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-11,495,7,59,426,3,3,1,-1,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-12,506,6,53,444,3,11,-1,-6,18,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-13,509,7,49,450,3,3,1,-4,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-14,514,7,49,455,3,5,0,0,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-15,528,5,58,462,3,14,-2,9,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-16,537,7,62,465,3,9,2,4,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-17,538,6,59,470,3,1,-1,-3,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-18,546,6,62,475,3,8,0,3,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-19,547,7,53,484,3,1,1,-9,9,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-20,555,5,57,490,3,8,-2,4,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-21,562,3,60,496,3,7,-2,3,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-22,562,3,56,500,3,0,0,-4,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-23,562,3,56,500,3,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-24,568,3,47,515,3,6,0,-9,15,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-25,581,7,48,523,3,13,4,1,8,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-26,585,5,37,540,3,4,-2,-11,17,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-27,599,9,34,553,3,14,4,-3,13,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-28,600,9,33,555,3,1,0,-1,2,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-29,608,9,36,560,3,8,0,3,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-30,614,8,34,569,3,6,-1,-2,9,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,3173011002,2020-10-31,638,13,50,572,3,24,5,16,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-01,556,5,44,491,16,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-02,573,5,52,500,16,17,0,8,9,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-03,574,5,52,501,16,1,0,0,1,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-04,580,7,52,505,16,6,2,0,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-05,599,7,70,506,16,19,0,18,1,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-06,608,7,70,515,16,9,0,0,9,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-07,621,10,71,524,16,13,3,1,9,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-08,651,11,94,530,16,30,1,23,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-09,656,12,98,530,16,5,1,4,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-10,673,13,101,543,16,17,1,3,13,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-11,686,21,101,548,16,13,8,0,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-12,706,18,105,567,16,20,-3,4,19,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-13,710,19,101,574,16,4,1,-4,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-14,720,19,94,591,16,10,0,-7,17,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-15,738,16,98,608,16,18,-3,4,17,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-16,753,12,102,623,16,15,-4,4,15,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-17,753,8,102,627,16,0,-4,0,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-18,771,10,115,630,16,18,2,13,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-19,775,11,101,647,16,4,1,-14,17,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-20,781,9,88,668,16,6,-2,-13,21,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-21,784,7,76,685,16,3,-2,-12,17,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-22,785,6,74,689,16,1,-1,-2,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-23,788,6,77,689,16,3,0,3,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-24,794,6,59,713,16,6,0,-18,24,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-25,799,7,60,716,16,5,1,1,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-26,805,6,52,731,16,6,-1,-8,15,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-27,820,10,47,747,16,15,4,-5,16,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-28,821,11,36,758,16,1,1,-11,11,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-29,829,12,40,761,16,8,1,4,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-30,832,9,38,769,16,3,-3,-2,8,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,3173011005,2020-10-31,852,13,48,775,16,20,4,10,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-01,345,2,33,310,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-02,351,3,33,315,0,6,1,0,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-03,374,4,32,338,0,23,1,-1,23,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-04,376,6,32,338,0,2,2,0,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-05,392,4,45,343,0,16,-2,13,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-06,397,4,42,351,0,5,0,-3,8,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-07,406,5,47,354,0,9,1,5,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-08,416,6,52,358,0,10,1,5,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-09,418,6,54,358,0,2,0,2,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-10,426,6,51,369,0,8,0,-3,11,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-11,427,6,52,369,0,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-12,433,7,49,377,0,6,1,-3,8,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-13,434,8,45,381,0,1,1,-4,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-14,440,8,43,389,0,6,0,-2,8,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-15,443,6,42,395,0,3,-2,-1,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-16,450,5,33,412,0,7,-1,-9,17,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-17,450,3,31,416,0,0,-2,-2,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-18,459,4,39,416,0,9,1,8,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-19,459,4,32,423,0,0,0,-7,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-20,465,3,32,430,0,6,-1,0,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-21,465,2,27,436,0,0,-1,-5,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-22,467,2,26,439,0,2,0,-1,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-23,469,2,28,439,0,2,0,2,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-24,475,3,29,443,0,6,1,1,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-25,480,4,30,446,0,5,1,1,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-26,480,2,26,452,0,0,-2,-4,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-27,484,4,26,454,0,4,2,0,2,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-28,484,4,19,461,0,0,0,-7,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-29,489,4,21,464,0,5,0,2,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-30,505,6,28,471,0,16,2,7,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,3173011004,2020-10-31,512,9,31,472,0,7,3,3,1,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-01,276,4,55,215,2,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-02,284,2,59,221,2,8,-2,4,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-03,287,2,59,224,2,3,0,0,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-04,288,2,57,227,2,1,0,-2,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-05,297,2,51,242,2,9,0,-6,15,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-06,304,2,46,254,2,7,0,-5,12,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-07,313,5,45,261,2,9,3,-1,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-08,328,5,54,267,2,15,0,9,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-09,331,5,55,269,2,3,0,1,2,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-10,335,5,48,280,2,4,0,-7,11,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-11,338,7,49,280,2,3,2,1,0,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-12,339,5,46,286,2,1,-2,-3,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-13,341,6,42,291,2,2,1,-4,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-14,349,6,38,303,2,8,0,-4,12,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-15,354,5,40,307,2,5,-1,2,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-16,362,8,38,314,2,8,3,-2,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-17,363,7,37,317,2,1,-1,-1,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-18,372,8,44,318,2,9,1,7,1,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-19,373,8,41,322,2,1,0,-3,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-20,381,8,44,327,2,8,0,3,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-21,382,8,42,330,2,1,0,-2,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-22,385,6,42,335,2,3,-2,0,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-23,387,6,43,336,2,2,0,1,1,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-24,389,6,40,341,2,2,0,-3,5,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-25,396,5,45,344,2,7,-1,5,3,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-26,401,2,49,348,2,5,-3,4,4,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-27,410,1,44,363,2,9,-1,-5,15,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-28,412,1,38,371,2,2,0,-6,8,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-29,423,2,42,377,2,11,1,4,6,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-30,430,2,42,384,2,7,0,0,7,0
DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,3173011003,2020-10-31,436,3,47,384,2,6,1,5,0,0
DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,3173021001,2020-10-01,351,3,37,307,4,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,3173021001,2020-10-02,357,2,33,318,4,6,-1,-4,11,0
DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,3173021001,2020-10-03,357,5,30,318,4,0,3,-3,0,0
