nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,id_kel,tanggal,suspek,suspek_perawatan_rs,suspek_isolasi_di_rumah,suspek_selesai_isolasi,suspek_meninggal,suspek_baru,suspek_perawatan_rs_baru,suspek_isolasi_di_rumah_baru,suspek_selesai_isolasi_baru,suspek_meninggal_baru
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-04,418,8,27,378,5,3,0,0,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-05,422,8,26,383,5,4,0,-1,5,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-06,428,8,26,389,5,6,0,0,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-07,436,8,28,395,5,8,0,2,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-08,446,8,35,398,5,10,0,7,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-09,452,9,40,398,5,6,1,5,0,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-10,460,9,43,403,5,8,0,3,5,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-11,464,9,46,404,5,4,0,3,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-12,467,3,51,408,5,3,-6,5,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-13,469,4,48,412,5,2,1,-3,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-14,477,4,46,422,5,8,0,-2,10,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-15,483,4,42,432,5,6,0,-4,10,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-16,485,4,42,434,5,2,0,0,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-17,485,2,41,437,5,0,-2,-1,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-18,491,2,45,439,5,6,0,4,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-19,491,2,40,444,5,0,0,-5,5,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-20,496,1,36,454,5,5,-1,-4,10,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-21,500,1,35,459,5,4,0,-1,5,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-22,500,1,32,462,5,0,0,-3,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-23,501,1,33,462,5,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-24,503,1,30,467,5,2,0,-3,5,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-25,504,1,30,468,5,1,0,0,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-26,507,1,27,474,5,3,0,-3,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-27,510,2,23,480,5,3,1,-4,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-28,512,2,24,481,5,2,0,1,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-29,514,2,22,485,5,2,0,-2,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-30,526,2,24,495,5,12,0,2,10,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,3173071006,2020-10-31,530,2,26,497,5,4,0,2,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-01,332,0,14,307,11,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-02,342,1,22,308,11,10,1,8,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-03,344,2,22,309,11,2,1,0,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-04,346,2,22,311,11,2,0,0,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-05,347,2,21,313,11,1,0,-1,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-06,354,2,25,316,11,7,0,4,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-07,360,2,29,318,11,6,0,4,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-08,366,2,29,324,11,6,0,0,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-09,367,2,30,324,11,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-10,372,2,27,332,11,5,0,-3,8,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-11,378,2,32,333,11,6,0,5,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-12,382,3,33,335,11,4,1,1,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-13,384,3,28,342,11,2,0,-5,7,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-14,387,3,23,350,11,3,0,-5,8,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-15,388,2,21,354,11,1,-1,-2,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-16,393,1,21,360,11,5,-1,0,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-17,394,1,21,361,11,1,0,0,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-18,398,1,24,362,11,4,0,3,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-19,398,1,18,368,11,0,0,-6,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-20,404,1,22,370,11,6,0,4,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-21,408,0,20,377,11,4,-1,-2,7,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-22,409,0,17,381,11,1,0,-3,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-23,412,0,19,382,11,3,0,2,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-24,413,0,18,384,11,1,0,-1,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-25,415,1,19,384,11,2,1,1,0,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-26,415,1,17,386,11,0,0,-2,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-27,419,1,18,389,11,4,0,1,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-28,419,1,17,390,11,0,0,-1,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-29,424,2,17,394,11,5,1,0,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-30,436,2,20,403,11,12,0,3,9,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,3173071003,2020-10-31,438,2,21,404,11,2,0,1,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-01,882,3,73,804,2,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-02,935,1,112,820,2,53,-2,39,16,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-03,946,3,113,828,2,11,2,1,8,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-04,949,5,111,831,2,3,2,-2,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-05,964,7,116,839,2,15,2,5,8,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-06,984,8,124,850,2,20,1,8,11,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-07,1025,7,152,864,2,41,-1,28,14,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-08,1056,6,180,868,2,31,-1,28,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-09,1068,7,191,868,2,12,1,11,0,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-10,1099,7,205,885,2,31,0,14,17,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-11,1121,8,216,895,2,22,1,11,10,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-12,1144,9,216,917,2,23,1,0,22,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-13,1148,10,184,952,2,4,1,-32,35,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-14,1164,10,180,972,2,16,0,-4,20,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-15,1185,9,163,1011,2,21,-1,-17,39,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-16,1191,6,153,1030,2,6,-3,-10,19,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-17,1197,7,153,1035,2,6,1,0,5,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-18,1213,7,165,1039,2,16,0,12,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-19,1214,6,140,1066,2,1,-1,-25,27,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-20,1225,5,115,1103,2,11,-1,-25,37,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-21,1235,5,101,1127,2,10,0,-14,24,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-22,1237,3,95,1137,2,2,-2,-6,10,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-23,1250,3,108,1137,2,13,0,13,0,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-24,1262,3,96,1161,2,12,0,-12,24,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-25,1262,2,91,1167,2,0,-1,-5,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-26,1269,2,87,1178,2,7,0,-4,11,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-27,1279,2,87,1188,2,10,0,0,10,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-28,1286,2,80,1202,2,7,0,-7,14,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-29,1293,3,80,1208,2,7,1,0,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-30,1325,5,88,1230,2,32,2,8,22,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,3173071001,2020-10-31,1329,6,90,1231,2,4,1,2,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-01,446,0,33,411,2,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-02,454,3,37,412,2,8,3,4,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-03,460,3,40,415,2,6,0,3,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-04,462,4,40,416,2,2,1,0,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-05,464,4,38,420,2,2,0,-2,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-06,470,4,39,425,2,6,0,1,5,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-07,477,3,37,435,2,7,-1,-2,10,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-08,484,3,37,442,2,7,0,0,7,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-09,489,3,42,442,2,5,0,5,0,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-10,502,3,51,446,2,13,0,9,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-11,515,4,57,452,2,13,1,6,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-12,516,3,50,461,2,1,-1,-7,9,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-13,517,3,38,474,2,1,0,-12,13,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-14,519,3,34,480,2,2,0,-4,6,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-15,525,3,38,482,2,6,0,4,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-16,528,3,37,486,2,3,0,-1,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-17,531,2,39,488,2,3,-1,2,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-18,534,3,40,489,2,3,1,1,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-19,535,2,35,496,2,1,-1,-5,7,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-20,540,2,31,505,2,5,0,-4,9,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-21,544,2,22,518,2,4,0,-9,13,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-22,547,3,21,521,2,3,1,-1,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-23,551,3,24,522,2,4,0,3,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-24,551,3,21,525,2,0,0,-3,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-25,553,3,22,526,2,2,0,1,1,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-26,554,3,20,529,2,1,0,-2,3,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-27,555,3,19,531,2,1,0,-1,2,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-28,561,3,18,538,2,6,0,-1,7,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-29,568,2,19,545,2,7,-1,1,7,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-30,571,2,18,549,2,3,0,-1,4,0
DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,3173071002,2020-10-31,573,2,19,550,2,2,0,1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-01,98,0,20,78,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-02,98,0,20,78,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-03,98,0,20,78,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-04,98,0,20,78,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-05,98,0,17,81,0,0,0,-3,3,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-06,99,0,16,83,0,1,0,-1,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-07,99,0,16,83,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-08,102,0,17,85,0,3,0,1,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-09,102,0,17,85,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-10,102,0,5,97,0,0,0,-12,12,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-11,104,0,7,97,0,2,0,2,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-12,105,0,8,97,0,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-13,106,0,7,99,0,1,0,-1,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-14,108,0,9,99,0,2,0,2,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-15,111,0,9,102,0,3,0,0,3,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-16,111,0,9,102,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-17,111,0,9,102,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-18,111,0,9,102,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-19,111,0,8,103,0,0,0,-1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-20,112,0,9,103,0,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-21,113,0,8,105,0,1,0,-1,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-22,113,0,6,107,0,0,0,-2,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-23,114,0,6,108,0,1,0,0,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-24,114,0,6,108,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-25,115,1,4,110,0,1,1,-2,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-26,115,1,4,110,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-27,115,1,3,111,0,0,0,-1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-28,115,1,3,111,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-29,115,1,3,111,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-30,116,2,2,112,0,1,1,-1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,3173031007,2020-10-31,116,2,2,112,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-01,263,2,24,237,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-02,264,2,25,237,0,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-03,265,3,23,239,0,1,1,-2,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-04,267,2,26,239,0,2,-1,3,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-05,267,1,22,244,0,0,-1,-4,5,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-06,270,1,20,249,0,3,0,-2,5,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-07,275,1,22,252,0,5,0,2,3,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-08,278,1,24,253,0,3,0,2,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-09,280,2,25,253,0,2,1,1,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-10,280,2,19,259,0,0,0,-6,6,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-11,284,2,22,260,0,4,0,3,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-12,284,2,21,261,0,0,0,-1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-13,284,2,17,265,0,0,0,-4,4,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-14,287,3,17,267,0,3,1,0,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-15,288,2,16,270,0,1,-1,-1,3,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-16,288,2,14,272,0,0,0,-2,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-17,290,2,16,272,0,2,0,2,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-18,293,2,18,273,0,3,0,2,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-19,293,1,12,280,0,0,-1,-6,7,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-20,295,1,11,283,0,2,0,-1,3,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-21,296,1,12,283,0,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-22,296,1,8,287,0,0,0,-4,4,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-23,297,1,9,287,0,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-24,298,1,10,287,0,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-25,301,1,10,290,0,3,0,0,3,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-26,301,0,10,291,0,0,-1,0,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-27,304,0,12,292,0,3,0,2,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-28,304,0,11,293,0,0,0,-1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-29,307,0,9,298,0,3,0,-2,5,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-30,307,0,9,298,0,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,3173031006,2020-10-31,309,0,11,298,0,2,0,2,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-01,224,3,26,189,6,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-02,233,2,32,193,6,9,-1,6,4,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-03,233,2,32,193,6,0,0,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-04,234,3,32,193,6,1,1,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-05,236,2,29,199,6,2,-1,-3,6,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-06,243,2,33,202,6,7,0,4,3,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-07,248,3,35,204,6,5,1,2,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-08,252,3,37,206,6,4,0,2,2,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-09,253,3,38,206,6,1,0,1,0,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-10,257,4,38,209,6,4,1,0,3,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-11,259,5,38,210,6,2,1,0,1,0
DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,3173031002,2020-10-12,262,7,31,218,6,3,2,-7,8,0
