nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,id_kel,tanggal,kontak_erat,kontak_erat_isolasi_di_rumah,kontak_erat_selesai_isolasi,kontak_erat_baru,kontak_erat_isolasi_di_rumah_baru,kontak_erat_selesai_isolasi_baru
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-02,37,3,34,3,1,2
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-03,37,3,34,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-04,37,3,34,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-05,37,1,36,0,-2,2
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-06,37,1,36,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-07,37,1,36,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-08,41,4,37,4,3,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-09,41,4,37,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-10,42,5,37,1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-11,42,4,38,0,-1,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-12,44,5,39,2,1,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-13,44,5,39,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-14,44,2,42,0,-3,3
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-15,45,3,42,1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-16,45,3,42,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-17,45,3,42,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-18,45,3,42,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-19,45,3,42,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-20,45,3,42,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-21,45,3,42,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-22,45,2,43,0,-1,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-23,45,2,43,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-24,45,1,44,0,-1,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-25,45,1,44,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-26,45,0,45,0,-1,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-27,45,0,45,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-28,45,0,45,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-29,45,1,45,0,1,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-30,45,1,45,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,3173041010,2020-10-31,46,2,45,1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-01,262,9,253,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-02,264,8,256,2,-1,3
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-03,265,9,256,1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-04,266,10,256,1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-05,266,8,258,0,-2,2
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-06,266,8,258,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-07,269,8,261,3,0,3
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-08,272,11,261,3,3,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-09,275,14,261,3,3,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-10,277,13,264,2,-1,3
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-11,277,13,264,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-12,282,14,268,5,1,4
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-13,282,14,268,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-14,282,14,268,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-15,292,19,273,10,5,5
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-16,293,20,273,1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-17,295,22,273,2,2,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-18,300,27,273,5,5,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-19,300,27,273,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-20,304,27,277,4,0,4
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-21,305,23,282,1,-4,5
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-22,305,22,283,0,-1,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-23,306,22,284,1,0,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-24,306,21,285,0,-1,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-25,310,22,288,4,1,3
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-26,311,13,298,1,-9,10
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-27,313,14,299,2,1,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-28,313,14,299,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-29,315,12,303,2,-2,4
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-30,318,10,308,3,-2,5
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,3173041001,2020-10-31,320,12,308,2,2,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-01,229,15,214,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-02,232,17,215,3,2,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-03,233,15,218,1,-2,3
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-04,236,17,219,3,2,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-05,237,17,220,1,0,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-06,237,12,225,0,-5,5
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-07,240,15,225,3,3,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-08,242,17,225,2,2,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-09,243,17,226,1,0,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-10,244,18,226,1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-11,245,17,228,1,-1,2
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-12,248,15,233,3,-2,5
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-13,251,14,237,3,-1,4
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-14,252,12,240,1,-2,3
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-15,255,12,243,3,0,3
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-16,261,16,245,6,4,2
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-17,266,20,246,5,4,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-18,268,21,247,2,1,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-19,268,21,247,0,0,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-20,272,23,249,4,2,2
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-21,272,22,250,0,-1,1
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-22,273,21,252,1,-1,2
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-23,274,22,252,1,1,0
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-24,274,20,254,0,-2,2
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-25,275,16,259,1,-4,5
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-26,276,14,262,1,-2,3
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-27,283,17,266,7,3,4
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-28,286,16,270,3,-1,4
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-29,286,11,275,0,-5,5
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-30,291,12,279,5,1,4
DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,3173041004,2020-10-31,291,12,279,0,0,0
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-01,1635,71,1564,0,0,0
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-02,1657,85,1572,22,14,8
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-03,1660,88,1572,3,3,0
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-04,1689,111,1578,29,23,6
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-05,1714,122,1592,25,11,14
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-06,1730,115,1615,16,-7,23
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-07,1751,113,1638,21,-2,23
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-08,1771,124,1647,20,11,9
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-09,1782,133,1649,11,9,2
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-10,1791,133,1658,9,0,9
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-11,1801,138,1663,10,5,5
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-12,1805,122,1683,4,-16,20
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-13,1824,122,1702,19,0,19
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-14,1830,101,1729,6,-21,27
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-15,1847,96,1751,17,-5,22
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-16,1853,79,1774,6,-17,23
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-17,1865,83,1782,12,4,8
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-18,1881,95,1786,16,12,4
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-19,1884,83,1801,3,-12,15
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-20,1890,75,1815,6,-8,14
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-21,1906,79,1827,16,4,12
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-22,1915,79,1836,9,0,9
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-23,1924,82,1842,9,3,6
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-24,1943,80,1863,19,-2,21
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-25,1950,86,1864,7,6,1
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-26,1956,81,1875,6,-5,11
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-27,1968,80,1888,12,-1,13
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-28,1998,105,1893,30,25,5
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-29,2011,100,1911,13,-5,18
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-30,2023,102,1921,12,2,10
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,3171051002,2020-10-31,2026,101,1925,3,-1,4
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-01,1161,52,1109,0,0,0
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-02,1176,59,1117,15,7,8
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-03,1183,62,1121,7,3,4
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-04,1196,69,1127,13,7,6
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-05,1201,65,1136,5,-4,9
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-06,1231,66,1165,30,1,29
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-07,1241,57,1184,10,-9,19
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-08,1255,64,1191,14,7,7
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-09,1262,71,1191,7,7,0
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-10,1272,74,1198,10,3,7
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-11,1278,76,1202,6,2,4
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-12,1287,80,1207,9,4,5
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-13,1303,84,1219,16,4,12
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-14,1309,68,1241,6,-16,22
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-15,1320,72,1248,11,4,7
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-16,1334,75,1259,14,3,11
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-17,1343,82,1261,9,7,2
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-18,1350,86,1264,7,4,3
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-19,1350,78,1272,0,-8,8
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-20,1356,67,1289,6,-11,17
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-21,1360,64,1296,4,-3,7
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-22,1364,60,1304,4,-4,8
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-23,1373,64,1309,9,4,5
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-24,1390,55,1335,17,-9,26
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-25,1408,72,1336,18,17,1
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-26,1416,63,1353,8,-9,17
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-27,1430,67,1363,14,4,10
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-28,1437,65,1372,7,-2,9
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-29,1443,63,1380,6,-2,8
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-30,1457,71,1386,14,8,6
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,3171051001,2020-10-31,1461,72,1389,4,1,3
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-01,1081,66,1015,0,0,0
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-02,1111,89,1022,30,23,7
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-03,1118,96,1022,7,7,0
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-04,1144,108,1036,26,12,14
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-05,1158,109,1049,14,1,13
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-06,1179,110,1069,21,1,20
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-07,1189,111,1078,10,1,9
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-08,1211,112,1099,22,1,21
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-09,1217,118,1099,6,6,0
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-10,1225,115,1110,8,-3,11
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-11,1229,116,1113,4,1,3
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-12,1238,108,1130,9,-8,17
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-13,1243,94,1149,5,-14,19
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-14,1245,72,1173,2,-22,24
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-15,1262,75,1187,17,3,14
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-16,1268,70,1198,6,-5,11
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-17,1277,74,1203,9,4,5
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-18,1302,98,1204,25,24,1
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-19,1307,88,1219,5,-10,15
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-20,1313,85,1228,6,-3,9
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-21,1323,81,1242,10,-4,14
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-22,1318,69,1249,-5,-12,7
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-23,1327,73,1254,9,4,5
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-24,1342,68,1274,15,-5,20
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-25,1358,83,1275,16,15,1
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-26,1366,83,1283,8,0,8
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-27,1374,75,1299,8,-8,16
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-28,1385,77,1308,11,2,9
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-29,1391,67,1324,6,-10,16
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-30,1419,77,1342,28,10,18
DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,3171051003,2020-10-31,1428,82,1346,9,5,4
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-01,484,57,427,0,0,0
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-02,496,52,444,12,-5,17
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-03,504,54,450,8,2,6
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-04,507,57,450,3,3,0
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-05,507,55,452,0,-2,2
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-06,512,54,458,5,-1,6
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-07,517,55,462,5,1,4
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-08,528,60,468,11,5,6
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-09,532,64,468,4,4,0
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-10,540,58,482,8,-6,14
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-11,545,63,482,5,5,0
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-12,551,61,490,6,-2,8
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-13,551,45,506,0,-16,16
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-14,561,50,511,10,5,5
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-15,572,56,516,11,6,5
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-16,576,57,519,4,1,3
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-17,581,59,522,5,2,3
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-18,587,64,523,6,5,1
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-19,591,63,528,4,-1,5
DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,3171011002,2020-10-20,602,65,537,11,2,9
