nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,id_kel,tanggal,kontak_erat,kontak_erat_isolasi_di_rumah,kontak_erat_selesai_isolasi,kontak_erat_baru,kontak_erat_isolasi_di_rumah_baru,kontak_erat_selesai_isolasi_baru
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-21,219,6,213,0,-4,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-22,219,4,215,0,-2,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-23,220,4,216,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-24,220,3,217,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-25,222,4,218,2,1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-26,223,4,219,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-27,224,5,219,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-28,224,4,220,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-29,224,4,220,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-30,228,8,220,4,4,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,3174071007,2020-10-31,228,8,220,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-01,133,7,126,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-02,135,9,126,2,2,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-03,138,11,127,3,2,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-04,139,12,127,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-05,139,11,128,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-06,140,11,129,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-07,142,13,129,2,2,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-08,144,13,131,2,0,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-09,147,15,132,3,2,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-10,152,18,134,5,3,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-11,152,16,136,0,-2,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-12,153,15,138,1,-1,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-13,156,16,140,3,1,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-14,157,17,140,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-15,158,15,143,1,-2,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-16,159,12,147,1,-3,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-17,160,12,148,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-18,160,12,148,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-19,160,10,150,0,-2,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-20,161,11,150,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-21,162,7,155,1,-4,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-22,162,6,156,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-23,162,6,156,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-24,163,7,156,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-25,165,7,158,2,0,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-26,171,10,161,6,3,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-27,171,9,162,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-28,173,8,165,2,-1,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-29,174,8,166,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-30,175,9,166,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,3174071005,2020-10-31,175,9,166,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-01,98,12,86,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-02,103,16,87,5,4,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-03,108,16,92,5,0,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-04,109,17,92,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-05,109,16,93,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-06,109,15,94,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-07,110,14,96,1,-1,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-08,111,14,97,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-09,112,14,98,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-10,112,10,102,0,-4,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-11,112,10,102,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-12,113,5,108,1,-5,6
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-13,113,2,111,0,-3,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-14,113,2,111,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-15,114,3,111,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-16,124,13,111,10,10,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-17,125,14,111,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-18,125,13,112,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-19,126,11,115,1,-2,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-20,127,11,116,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-21,127,8,119,0,-3,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-22,128,2,126,1,-6,7
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-23,128,2,126,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-24,129,2,127,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-25,130,2,128,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-26,132,4,128,2,2,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-27,133,5,128,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-28,133,4,129,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-29,133,2,131,0,-2,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-30,136,5,131,3,3,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,3174071004,2020-10-31,136,5,131,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-01,199,8,191,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-02,207,14,193,8,6,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-03,293,95,198,86,81,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-04,297,99,198,4,4,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-05,305,106,199,8,7,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-06,308,109,199,3,3,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-07,309,110,199,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-08,312,113,199,3,3,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-09,312,113,199,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-10,314,113,201,2,0,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-11,320,119,201,6,6,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-12,320,15,305,0,-104,104
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-13,324,11,313,4,-4,8
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-14,324,11,313,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-15,324,6,318,0,-5,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-16,324,6,318,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-17,511,192,319,187,186,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-18,542,192,350,31,0,31
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-19,569,219,350,27,27,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-20,631,279,352,62,60,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-21,632,280,352,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-22,632,280,352,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-23,632,280,352,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-24,632,276,356,0,-4,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-25,634,278,356,2,2,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-26,635,277,358,1,-1,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-27,640,279,361,5,2,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-28,645,280,365,5,1,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-29,645,34,611,0,-246,246
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-30,716,78,638,71,44,27
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,3174071006,2020-10-31,739,98,641,23,20,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-01,459,16,443,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-02,465,17,448,6,1,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-03,471,21,450,6,4,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-04,471,20,451,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-05,473,19,454,2,-1,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-06,473,18,455,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-07,479,20,459,6,2,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-08,485,24,461,6,4,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-09,488,27,461,3,3,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-10,496,33,463,8,6,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-11,497,33,464,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-12,500,35,465,3,2,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-13,503,33,470,3,-2,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-14,504,28,476,1,-5,6
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-15,509,31,478,5,3,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-16,512,27,485,3,-4,7
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-17,517,32,485,5,5,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-18,518,31,487,1,-1,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-19,519,26,493,1,-5,6
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-20,524,28,496,5,2,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-21,525,26,499,1,-2,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-22,527,25,502,2,-1,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-23,527,25,502,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-24,529,22,507,2,-3,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-25,534,23,511,5,1,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-26,537,19,518,3,-4,7
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-27,540,19,521,3,0,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-28,540,15,525,0,-4,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-29,542,11,531,2,-4,6
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-30,544,12,532,2,1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,3174051003,2020-10-31,548,16,532,4,4,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-01,515,22,493,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-02,523,25,498,8,3,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-03,525,29,496,2,4,-2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-04,540,37,503,15,8,7
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-05,541,36,505,1,-1,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-06,545,35,510,4,-1,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-07,551,39,512,6,4,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-08,559,43,516,8,4,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-09,564,47,517,5,4,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-10,571,53,518,7,6,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-11,573,48,525,2,-5,7
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-12,576,42,534,3,-6,9
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-13,582,37,545,6,-5,11
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-14,583,34,549,1,-3,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-15,587,33,554,4,-1,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-16,589,24,565,2,-9,11
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-17,592,24,568,3,0,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-18,596,27,569,4,3,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-19,598,26,572,2,-1,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-20,601,26,575,3,0,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-21,602,21,581,1,-5,6
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-22,607,23,584,5,2,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-23,608,23,585,1,0,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-24,609,17,592,1,-6,7
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-25,616,17,599,7,0,7
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-26,619,16,603,3,-1,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-27,626,19,607,7,3,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-28,627,18,609,1,-1,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-29,628,18,611,1,0,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-30,636,25,612,8,7,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,3174051005,2020-10-31,649,37,613,13,12,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-01,517,25,492,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-02,526,32,494,9,7,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-03,531,33,498,5,1,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-04,536,37,499,5,4,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-05,536,32,504,0,-5,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-06,537,33,504,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-07,548,38,510,11,5,6
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-08,558,45,513,10,7,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-09,567,53,514,9,8,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-10,577,54,523,10,1,9
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-11,580,52,528,3,-2,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-12,585,51,534,5,-1,6
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-13,586,52,534,1,1,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-14,586,42,544,0,-10,10
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-15,597,43,554,11,1,10
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-16,601,38,563,4,-5,9
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-17,610,45,565,9,7,2
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-18,613,44,569,3,-1,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-19,614,40,574,1,-4,5
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-20,615,34,581,1,-6,7
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-21,617,26,591,2,-8,10
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-22,617,23,594,0,-3,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-23,621,27,594,4,4,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-24,621,26,595,0,-1,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-25,623,24,599,2,-2,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-26,627,25,602,4,1,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-27,628,22,606,1,-3,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-28,628,18,610,0,-4,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-29,632,12,620,4,-6,10
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-30,644,18,626,12,6,6
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,3174051004,2020-10-31,649,22,627,5,4,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,3174051006,2020-10-01,684,19,665,0,0,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,3174051006,2020-10-02,691,22,669,7,3,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,3174051006,2020-10-03,700,28,672,9,6,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,3174051006,2020-10-04,703,30,673,3,2,1
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,3174051006,2020-10-05,707,31,676,4,1,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,3174051006,2020-10-06,707,28,679,0,-3,3
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,3174051006,2020-10-07,708,25,683,1,-3,4
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,3174051006,2020-10-08,715,32,683,7,7,0
DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,3174051006,2020-10-09,716,33,683,1,1,0
